timestamp,sequence,battery,flags,EEG-ch1,EEG-ch2,EEG-ch3,EEG-ch4,EEG-ch5,EEG-ch6,EEG-ch7,EEG-ch8,EEG-ch9,EEG-ch10,EEG-ch11,EEG-ch12,EEG-ch13,EEG-ch14,EEG-ch15,EEG-ch16
560729874506,29660,-2,0,3368.7728777934,6034.3015500080,11630.8215360233,-1142.6562409457,-8792.6210781943,-6249.2439143853,-9014.4503589734,-22354.1397399012,-11813.4708330325,-4937.5296937816,-6919.7083447230,-2347.2825618106,-24328.6527418441,6374.0358130013,8982.9360242020,13830.3274199193
560729874506,29660,-2,0,3374.2483413637,6041.0181186542,11637.8788001806,-1133.3479528761,-8788.6422413332,-6236.1149695133,-9008.3056720778,-22350.8057909717,-11809.6380085333,-4933.4778507396,-6907.6014863842,-2345.7859351013,-24327.1439474380,6377.6739543514,8982.3033039672,13830.4612645843
560729874506,29660,-2,0,3376.0978312808,6044.6562600043,11647.9171500596,-1123.8814847479,-8792.3168857738,-6223.8864342062,-9008.3056720778,-22353.4218457886,-11815.8313662162,-4936.3737625835,-6903.9390096405,-2350.3853245004,-24332.4125601624,6371.0425595829,8979.5777398789,13823.6595220603
560729874506,29660,-2,0,3369.7827966297,6038.8766040134,11645.2037536680,-1130.4763764259,-8800.4449072515,-6229.1672146274,-9015.3020977510,-22358.2889245178,-11822.8642949798,-4939.8780592685,-6912.2617142674,-2354.6805214789,-24340.1512153418,6365.1898974111,8978.5556533457,13825.0831425886
560729874506,29660,-2,0,3362.5186816264,6029.7629990930,11631.1378961407,-1142.3155454346,-8806.3827433011,-6249.2560820821,-9021.3372753752,-22360.1627498285,-11825.5411882809,-4945.6455475625,-6925.8043608313,-2354.6805214789,-24343.1323010634,6365.2750712888,8982.7413410528,13832.2134129268
560729874506,29660,-2,0,3360.5596824379,6026.1491931366,11618.6538392004,-1149.2267972300,-8807.0154635359,-6260.2070092227,-9022.0308340941,-22357.7657135544,-11824.0810646621,-4947.6653852351,-6925.9503731932,-2349.8864489307,-24339.5184951070,6369.5946036610,8989.0198726135,13840.0859127713
560729874506,29660,-2,0,3360.7421978902,6028.6557386821,11621.6592603157,-1145.8928483006,-8804.4480795062,-6249.1587405075,-9015.2412592669,-22353.2028272458,-11821.1608174246,-4942.2507601489,-6911.9210187563,-2347.0513755709,-24335.9533599379,6373.2084096174,8992.2808153620,13843.3833586103
560729874506,29660,-2,0,3362.6768616851,6032.6224078464,11634.3136650115,-1138.7625779623,-8803.7666884842,-6233.7909394201,-9012.1871673643,-22353.6165289378,-11823.5821890924,-4939.6955438161,-6903.8416680659,-2350.0446289894,-24337.3039742852,6372.1376522970,8991.2465611321,13839.9277327126
560729907033,29661,-2,0,3361.4114212155,6030.9310979880,11637.0513967967,-1139.4318012876,-8804.6305949586,-6230.1162949796,-9014.3043466115,-22354.8089632264,-11825.9548899729,-4940.5351148969,-6907.4919771128,-2351.4317464272,-24337.3283096788,6370.8113733433,8991.4534119780,13837.0196531719
560729907033,29661,-2,0,3358.0166338019,6022.9977596595,11627.4875870938,-1146.9757733178,-8805.7500230663,-6244.0969786291,-9019.9014871501,-22357.3033410751,-11824.8597972588,-4942.1655862712,-6918.4185688598,-2351.5169203049,-24336.9146079869,6371.2980812162,8991.7454367018,13839.3436832651
560729907033,29661,-2,0,3356.7025225450,6020.5763879917,11619.2257209511,-1150.9424424821,-8802.1483848067,-6253.9771484494,-9020.9844121673,-22354.6507831677,-11819.2991598107,-4941.6545430046,-6921.4361576719,-2348.8156916103,-24333.2399635463,6376.5423585469,8992.5850077826,13842.1544212312
560729907033,29661,-2,0,3360.4380054697,6025.4678021145,11620.8926954158,-1147.3408042225,-8799.8365224104,-6246.9198842921,-9017.1515876681,-22353.6286966346,-11818.0458870379,-4940.5594502905,-6914.1112041844,-2349.6552626910,-24330.1128654628,6378.2215007084,8993.3394049856,13841.4365271186
560729907033,29661,-2,0,3363.6624451277,6032.6589109369,11631.7097778914,-1139.2006150479,-8802.8176081320,-6234.0464610534,-9016.9812399126,-22358.2645891242,-11822.3532517133,-4941.0339904666,-6907.9056788047,-2355.1793970487,-24334.8704349206,6373.8411298522,8988.5088293469,13835.4378525849
560729907033,29661,-2,0,3362.3361661740,6034.7152517000,11636.4673473492,-1137.0469327103,-8806.9911281422,-6233.1582191853,-9021.5076231307,-22362.3772706503,-11825.6993683396,-4943.5040329217,-6913.3203038910,-2360.5940221349,-24338.1800484565,6370.7383671623,8986.4159854933,13832.9678101298
560729907033,29661,-2,0,3360.6205209220,6029.6899929121,11627.5970963653,-1142.8874271853,-8806.0907185773,-6244.6445249862,-9024.1601810381,-22361.8905627774,-11824.2027416303,-4947.6653852351,-6924.2712310316,-2359.0730600320,-24333.4833174828,6375.8609675248,8991.2587288289,13838.4676090938
560729907033,29661,-2,0,3360.2189869268,6024.6282310337,11618.7876838654,-1146.3065499925,-8801.1506336672,-6254.3665147477,-9022.9312436590,-22359.2866756573,-11818.3987502458,-4945.0493304182,-6926.3640748851,-2353.3420748284,-24328.2147047585,6382.5775361710,8996.9897140325,13847.1796800190
560729954515,29662,-2,0,3361.5330981837,6023.4114613514,11621.1238816554,-1142.7170794298,-8798.0722063710,-6250.0591500724,-9018.2345126853,-22359.2866756573,-11815.7948631257,-4942.8104742028,-6918.9782829136,-2353.9991304568,-24327.8740092474,6381.5797850316,8996.0162982866,13844.8556499259
560729954515,29662,-2,0,3362.6890293819,6030.8215887166,11628.9477107126,-1138.9085903242,-8800.1285471341,-6235.5552554594,-9017.2732646363,-22362.4746122249,-11819.9318800455,-4944.2584301247,-6912.3225527515,-2359.6327740859,-24334.9191057079,6374.6320301457,8988.2046369263,13833.7343750297
560729954515,29662,-2,0,3359.3915835429,6034.7030840031,11634.3623357988,-1140.9770987841,-8806.3949109979,-6232.9392006425,-9023.0894237177,-22369.2398516584,-11828.7169571517,-4948.8578195238,-6918.1873826201,-2367.0063983606,-24343.6555120268,6366.7473626044,8980.9770250135,13826.9569678993
560729954515,29662,-2,0,3355.5222559532,6030.0063530295,11627.4389163066,-1148.6305800857,-8811.0916419716,-6247.8689646443,-9030.3048679337,-22373.4133716687,-11832.4402723795,-4953.7979044339,-6930.9756319810,-2367.6147832017,-24345.2616480074,6365.1290589270,8981.6219129451,13830.6194446430
560729954515,29662,-2,0,3353.3564059187,6025.9180068970,11614.8575177916,-1155.8703596954,-8809.0596366021,-6263.9546598442,-9033.2981213521,-22369.5562117758,-11828.9359756945,-4956.5234685222,-6937.4366789940,-2363.0640645899,-24338.2165515469,6370.1299823212,8987.0243703345,13838.7718015144
560729954515,29662,-2,0,3356.4348332149,6026.0031807747,11613.1418725396,-1154.7387638908,-8808.0497177658,-6262.6405485873,-9030.8037435034,-22369.1425100839,-11827.6461998312,-4955.7447359256,-6931.0851412525,-2360.8738791618,-24336.7077571409,6374.2304961505,8991.9887906383,13844.9773268941
