timestamp,sequence,battery,flags,Photodiode-ch1
561380200028,43215,-2,0,106451.6129032258
561380200028,43215,-2,0,12903.2258064516
561380200028,43215,-2,0,3225.8064516129
561380200028,43215,-2,0,3225.8064516129
561380200028,43215,-2,0,6451.6129032258
561380200028,43215,-2,0,3225.8064516129
561380200028,43215,-2,0,3225.8064516129
561380200028,43215,-2,0,3225.8064516129
561380223795,43216,-2,0,109677.4193548387
561380223795,43216,-2,0,12903.2258064516
561380223795,43216,-2,0,3225.8064516129
561380223795,43216,-2,0,3225.8064516129
561380223795,43216,-2,0,9677.4193548387
561380223795,43216,-2,0,3225.8064516129
561380223795,43216,-2,0,3225.8064516129
561380223795,43216,-2,0,3225.8064516129
561380238895,43217,-2,0,109677.4193548387
561380238895,43217,-2,0,12903.2258064516
561380238895,43217,-2,0,3225.8064516129
561380238895,43217,-2,0,3225.8064516129
561380238895,43217,-2,0,9677.4193548387
561380238895,43217,-2,0,3225.8064516129
561380238895,43217,-2,0,3225.8064516129
561380238895,43217,-2,0,3225.8064516129
561380272610,43218,-2,0,109677.4193548387
561380272610,43218,-2,0,12903.2258064516
561380272610,43218,-2,0,3225.8064516129
561380272610,43218,-2,0,3225.8064516129
561380272610,43218,-2,0,9677.4193548387
561380272610,43218,-2,0,3225.8064516129
561380272610,43218,-2,0,3225.8064516129
561380272610,43218,-2,0,3225.8064516129
561380303746,43219,-2,0,109677.4193548387
561380303746,43219,-2,0,12903.2258064516
561380303746,43219,-2,0,3225.8064516129
561380303746,43219,-2,0,3225.8064516129
561380303746,43219,-2,0,9677.4193548387
561380303746,43219,-2,0,6451.6129032258
561380303746,43219,-2,0,3225.8064516129
561380303746,43219,-2,0,3225.8064516129
561380335143,43220,-2,0,109677.4193548387
561380335143,43220,-2,0,12903.2258064516
561380335143,43220,-2,0,3225.8064516129
561380335143,43220,-2,0,3225.8064516129
561380335143,43220,-2,0,9677.4193548387
561380335143,43220,-2,0,3225.8064516129
561380335143,43220,-2,0,3225.8064516129
561380335143,43220,-2,0,3225.8064516129
561380367704,43221,-2,0,109677.4193548387
561380367704,43221,-2,0,12903.2258064516
561380367704,43221,-2,0,3225.8064516129
561380367704,43221,-2,0,3225.8064516129
561380367704,43221,-2,0,9677.4193548387
561380367704,43221,-2,0,6451.6129032258
561380367704,43221,-2,0,3225.8064516129
561380367704,43221,-2,0,3225.8064516129
561380399064,43222,-2,0,109677.4193548387
