timestamp,sequence,battery,flags,IMU-ch1,IMU-ch2,IMU-ch3,IMU-ch4,IMU-ch5,IMU-ch6,IMU-ch7,IMU-ch8,IMU-ch9
561380200028,43215,-2,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
561380223795,43216,-2,0,0.0000000000,0.0177777778,-0.0022222222,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
561380238895,43217,-2,0,0.0000000000,0.0066666667,-0.0144444444,0.0000000000,0.0000000000,0.0000000000,-2.3700000000,0.0700000000,-9.1000000000
561380272610,43218,-2,0,0.0000000000,0.0000000000,-0.0066666667,0.0000000000,0.0000000000,0.0000000000,-2.3500000000,0.0900000000,-9.1000000000
561380303746,43219,-2,0,0.0044444444,-0.0022222222,0.0000000000,36.5000000000,7.8125000000,19.3750000000,-2.3900000000,0.0300000000,-9.1000000000
561380335143,43220,-2,0,0.0088888889,0.0000000000,0.0044444444,36.5000000000,7.8125000000,19.3750000000,-2.3700000000,0.0900000000,-9.0700000000
561380367704,43221,-2,0,0.0033333333,0.0000000000,-0.0044444444,36.5000000000,7.8125000000,19.3750000000,-2.3300000000,0.1200000000,-9.0600000000
561380399064,43222,-2,0,0.0022222222,0.0055555556,-0.0044444444,35.6875000000,7.8125000000,19.3750000000,-2.3400000000,0.1100000000,-9.0700000000
561380462555,43223,-2,0,0.0011111111,0.0077777778,-0.0133333333,35.6875000000,7.8125000000,19.3750000000,-2.4000000000,0.0900000000,-9.0800000000
561380486813,43224,-2,0,0.0000000000,0.0100000000,-0.0088888889,35.6875000000,7.8125000000,19.3750000000,-2.3700000000,0.0900000000,-9.0800000000
561380505571,43225,-2,0,0.0000000000,0.0100000000,0.0000000000,36.0625000000,6.6875000000,20.5000000000,-2.4000000000,0.0900000000,-9.0900000000
561380538861,43226,-2,0,0.0022222222,0.0100000000,-0.0011111111,36.0625000000,6.6875000000,20.5000000000,-2.4300000000,0.0800000000,-9.0700000000
561380557576,43227,-2,0,0.0000000000,0.0055555556,-0.0022222222,36.0625000000,6.6875000000,20.5000000000,-2.3900000000,0.1000000000,-9.0800000000
561380588928,43228,-2,0,0.0000000000,0.0022222222,-0.0011111111,36.0625000000,6.6875000000,20.5000000000,-2.3700000000,0.1000000000,-9.0600000000
